name,city,postalCode,address,url,longitude,latitude
Grosse Freiheit 36,Hamburg,22767,Grosse Freiheit 36,http://www.ticketmaster.de/venue/287636,9.957905,53.551187
Gruenspan,Hamburg,22767,Grosse Freiheit 58,http://www.ticketmaster.de/venue/287155,9.958075,53.551885
Huxleys Neue Welt,Berlin,10967,Hasenheide 107 – 113,http://www.ticketmaster.de/venue/286842,13.42138,52.486391
Zentrum am Park,Emmelshausen,56281,Rhein-Mosel-Straße 45,https://www.ticketmaster.de/venue/zentrum-am-park-emmelshausen-tickets/elszentrum/701,7.55656,50.15544
Stadthalle (Theatersaal),Mülheim,45479,Theodor-Heuss-Platz 1,https://www.ticketmaster.de/venue/stadthalle-theatersaal--mulheim-tickets/mrustadtth/711,6.87471,51.42778
Schlossgarten,Bruchsal,76646,Schloss Bruchsal,https://www.ticketmaster.de/venue/schlossgarten-bruchsal-tickets/bruparkanl/701,8.59908,49.12692
Stadthalle,Hockenheim,68766,Rathausstraße 3,https://www.ticketmaster.de/venue/stadthalle-hockenheim-tickets/hokstadtha/701,8.54908,49.31849
FZW,Dortmund,44263,Ritterstraße 20,https://www.ticketmaster.de/venue/fzw-dortmund-tickets/dorfzw/701,7.4501,51.51481
Arena Trier,Trier,54292,Fort-Worth-Platz 1,https://www.ticketmaster.de/venue/arena-trier-trier-tickets/triarena/701,6.66426,49.77183
Eissporthalle,Memmingen,87700,Hühnerbergstraße 19,https://www.ticketmaster.de/venue/eissporthalle-memmingen-tickets/mmmeisspor/701,10.16293,47.97999
Stadthalle Gersthofen,Gersthofen,86368,Rathausplatz 2,https://www.ticketmaster.de/venue/stadthalle-gersthofen-gersthofen-tickets/augstadtha/701,10.87803,48.42433
Feierwerk (Kranhalle),Munich,81373,Hansastraße 39-41,https://www.ticketmaster.de/venue/feierwerk-kranhalle--munchen-tickets/muefeierwk/701,11.53389,48.12914
Feierwerk (Hansa 39),Munich,81373,Hansastraße 39-41,https://www.ticketmaster.de/venue/feierwerk-hansa-39--munchen-tickets/muehansane/701,11.53389,48.12914
Burghof - STIMMEN-Festival,Lörrach,79539,Herrenstraße 5,https://www.ticketmaster.de/venue/burghof-stimmen-festival-lorrach-tickets/loeburghof/701,7.65919,47.61109
Schiesssportanlage,Neu Wulmstorf,21629,Wesenberg 1,https://www.ticketmaster.de/venue/schiesssportanlage-neu-wulmstorf-tickets/nwuschiess/701,9.79941,53.45047
WUNDERINO ARENA,Kiel,24103,Europaplatz 1,https://www.ticketmaster.de/venue/wunderino-arena-kiel-tickets/kiesparkas/701,10.13139,54.32057
Stadtpark Open Air,Hamburg,22303,Saarlandstraße / Ecke Jahnring,https://www.ticketmaster.de/venue/stadtpark-open-air-hamburg-tickets/hamstadtpf/701,10.0295,53.60036
Laeiszhalle (Großer Saal),Hamburg,20355,Johannes-Brahms-Platz,https://www.ticketmaster.de/venue/laeiszhalle-grosser-saal--hamburg-tickets/hamlaieszg/701,9.98061,53.55538
Friedrich-Ebert-Halle,Hamburg,21075,Alter Postweg 30-38,https://www.ticketmaster.de/venue/friedrich-ebert-halle-hamburg-tickets/hamfriedri/701,9.96507,53.46498
myticket Jahrhunderthalle,Frankfurt am Main,65929,Pfaffenwiese 301,https://www.ticketmaster.de/venue/myticket-jahrhunderthalle-frankfurt-am-main-tickets/famjahrkup/701,8.51972,50.09914
Mies-van-der-Rohe-Schule,Aachen,52068,Neuköllner Str. 17,https://www.ticketmaster.de/venue/mies-van-der-rohe-schule-aachen-tickets/aamvdrs/716,6.12308,50.78956
Willingen (Upland) Open Air,Willingen,34508,Vor den Weiden,https://www.ticketmaster.de/venue/willingen-upland-open-air-willingen-tickets/willopenai/749,8.60622,51.29061
Häkken (Klubhaus St. Pauli),Hamburg,20359,Spielbudenplatz 21-22,https://www.ticketmaster.de/venue/hakken-klubhaus-st-pauli--hamburg-tickets/hamhaekken/753,9.96438,53.54941
Bahnhof Pauli,Hamburg,20539,Spielbudenplatz 21-22,https://www.ticketmaster.de/venue/bahnhof-pauli-hamburg-tickets/hambahnpau/701,9.96426,53.54923
Club Volta,Cologne,51063,"Schanzenstr. 6-20, Gebäude 2.10",https://www.ticketmaster.de/venue/club-volta-koln-tickets/koeclubvol/753,7.01283,50.9665
edel-optics.de Arena,Hamburg,21109,Kurt-Emmerich-Platz 10-12,https://www.ticketmaster.de/venue/edel-opticsde-arena-hamburg-tickets/hamedeoare/701,10.00251,53.49572
Kurhaus,Bernburg,06406,Solbadstraße 2,https://www.ticketmaster.de/venue/kurhaus-bernburg-tickets/bnbkurhaus/701,11.73229,51.79884
Junkyard,Dortmund,44145,Schlägelstraße 57,https://www.ticketmaster.de/venue/junkyard-dortmund-tickets/dorjunkyar/749,7.47287,51.53321
Kulturquartier Proton,Stuttgart,70173,Königstraße 49,https://www.ticketmaster.de/venue/kulturquartier-proton-stuttgart-tickets/stukulturq/738,9.17513,48.77356
