"","name","city","postalCode","address","url","longitude","latitude"
"1","Grosse Freiheit 36","Hamburg",22767,"Grosse Freiheit 36","http://www.ticketmaster.de/venue/287636",9.957905,53.551187
"2","Gruenspan","Hamburg",22767,"Grosse Freiheit 58","http://www.ticketmaster.de/venue/287155",9.958075,53.551885
"3","Huxleys Neue Welt","Berlin",10967,"Hasenheide 107 – 113","http://www.ticketmaster.de/venue/286842",13.42138,52.486391
"4","Zentrum am Park","Emmelshausen",56281,"Rhein-Mosel-Straße 45","https://www.ticketmaster.de/venue/zentrum-am-park-emmelshausen-tickets/elszentrum/701",7.55656,50.15544
"5","Stadthalle (Theatersaal)","Mülheim",45479,"Theodor-Heuss-Platz 1","https://www.ticketmaster.de/venue/stadthalle-theatersaal--mulheim-tickets/mrustadtth/711",6.87471,51.42778
"6","Schlossgarten","Bruchsal",76646,"Schloss Bruchsal","https://www.ticketmaster.de/venue/schlossgarten-bruchsal-tickets/bruparkanl/701",8.59908,49.12692
"7","Stadthalle","Hockenheim",68766,"Rathausstraße 3","https://www.ticketmaster.de/venue/stadthalle-hockenheim-tickets/hokstadtha/701",8.54908,49.31849
"8","FZW","Dortmund",44263,"Ritterstraße 20","https://www.ticketmaster.de/venue/fzw-dortmund-tickets/dorfzw/701",7.4501,51.51481
"9","Arena Trier","Trier",54292,"Fort-Worth-Platz 1","https://www.ticketmaster.de/venue/arena-trier-trier-tickets/triarena/701",6.66426,49.77183
"10","Eissporthalle","Memmingen",87700,"Hühnerbergstraße 19","https://www.ticketmaster.de/venue/eissporthalle-memmingen-tickets/mmmeisspor/701",10.16293,47.97999
"11","Stadthalle Gersthofen","Gersthofen",86368,"Rathausplatz 2","https://www.ticketmaster.de/venue/stadthalle-gersthofen-gersthofen-tickets/augstadtha/701",10.87803,48.42433
"12","Feierwerk (Kranhalle)","Munich",81373,"Hansastraße 39-41","https://www.ticketmaster.de/venue/feierwerk-kranhalle--munchen-tickets/muefeierwk/701",11.53389,48.12914
"13","Feierwerk (Hansa 39)","Munich",81373,"Hansastraße 39-41","https://www.ticketmaster.de/venue/feierwerk-hansa-39--munchen-tickets/muehansane/701",11.53389,48.12914
"14","Burghof - STIMMEN-Festival","Lörrach",79539,"Herrenstraße 5","https://www.ticketmaster.de/venue/burghof-stimmen-festival-lorrach-tickets/loeburghof/701",7.65919,47.61109
"15","Schiesssportanlage","Neu Wulmstorf",21629,"Wesenberg 1","https://www.ticketmaster.de/venue/schiesssportanlage-neu-wulmstorf-tickets/nwuschiess/701",9.79941,53.45047
"16","WUNDERINO ARENA","Kiel",24103,"Europaplatz 1","https://www.ticketmaster.de/venue/wunderino-arena-kiel-tickets/kiesparkas/701",10.13139,54.32057
"17","Stadtpark Open Air","Hamburg",22303,"Saarlandstraße / Ecke Jahnring","https://www.ticketmaster.de/venue/stadtpark-open-air-hamburg-tickets/hamstadtpf/701",10.0295,53.60036
"18","Laeiszhalle (Großer Saal)","Hamburg",20355,"Johannes-Brahms-Platz","https://www.ticketmaster.de/venue/laeiszhalle-grosser-saal--hamburg-tickets/hamlaieszg/701",9.98061,53.55538
"19","Friedrich-Ebert-Halle","Hamburg",21075,"Alter Postweg 30-38","https://www.ticketmaster.de/venue/friedrich-ebert-halle-hamburg-tickets/hamfriedri/701",9.96507,53.46498
"20","myticket Jahrhunderthalle","Frankfurt am Main",65929,"Pfaffenwiese 301","https://www.ticketmaster.de/venue/myticket-jahrhunderthalle-frankfurt-am-main-tickets/famjahrkup/701",8.51972,50.09914
"21","Mies-van-der-Rohe-Schule","Aachen",52068,"Neuköllner Str. 17","https://www.ticketmaster.de/venue/mies-van-der-rohe-schule-aachen-tickets/aamvdrs/716",6.12308,50.78956
"22","Willingen (Upland) Open Air","Willingen",34508,"Vor den Weiden","https://www.ticketmaster.de/venue/willingen-upland-open-air-willingen-tickets/willopenai/749",8.60622,51.29061
"23","Häkken (Klubhaus St. Pauli)","Hamburg",20359,"Spielbudenplatz 21-22","https://www.ticketmaster.de/venue/hakken-klubhaus-st-pauli--hamburg-tickets/hamhaekken/753",9.96438,53.54941
"24","Club Volta","Cologne",51063,"Schanzenstr. 6-20, Gebäude 2.10","https://www.ticketmaster.de/venue/club-volta-koln-tickets/koeclubvol/753",7.01283,50.9665
"25","edel-optics.de Arena","Hamburg",21109,"Kurt-Emmerich-Platz 10-12","https://www.ticketmaster.de/venue/edel-opticsde-arena-hamburg-tickets/hamedeoare/701",10.00251,53.49572
"26","Kurhaus","Bernburg",6406,"Solbadstraße 2","https://www.ticketmaster.de/venue/kurhaus-bernburg-tickets/bnbkurhaus/701",11.73229,51.79884
"27","Junkyard","Dortmund",44145,"Schlägelstraße 57","https://www.ticketmaster.de/venue/junkyard-dortmund-tickets/dorjunkyar/749",7.47287,51.53321
"28","Kulturquartier Proton","Stuttgart",70173,"Königstraße 49","https://www.ticketmaster.de/venue/kulturquartier-proton-stuttgart-tickets/stukulturq/738",9.17513,48.77356
"29","Aula am Berliner Ring","Monheim am Rhein",40789,"Berliner Ring 7","https://www.ticketmaster.de/venue/aula-am-berliner-ring-monheim-am-rhein-tickets/mohaula/749",6.8878,51.08591
"30","Metropol","Berlin",10777,"Nollendorfplatz 5","https://www.ticketmaster.de/venue/metropol-berlin-tickets/bermetropo/753",13.35052,52.49955
"31","Kulturzentrum Jokus","Gießen",35390,"Ostanlage 25a","https://www.ticketmaster.de/venue/kulturzentrum-jokus-giessen-tickets/wbekultjok/701",8.68206,50.58843
"32","Palmberg Arena","Schwerin",19059,"Von-Flotow-Straße 19","https://www.ticketmaster.de/venue/palmberg-arena-schwerin-tickets/swnpalmber/720",11.39173,53.62703
"33","Hole44","Berlin",12051,"Hermannstraße 146","https://www.ticketmaster.de/venue/hole44-berlin-tickets/berhole/701",13.43338,52.46438
"34","Bumann & Sohn","Cologne",50825,"Bartholomäus-Schink-Straße 2","https://www.ticketmaster.de/venue/bumann--sohn-koln-tickets/koebumanns/701",6.91963,50.95244
"35","kleines theater herne","Herne",44623,"Neustraße 67","https://www.ticketmaster.de/venue/kleines-theater-herne-herne-tickets/hrnkleinth/706",7.21448,51.54011
"36","Freiheitshalle","Munich",80636,"Rainer-Werner-Fassbinder-Platz 1","https://www.ticketmaster.de/venue/freiheitshalle-munchen-tickets/muefreitha/701",11.53736,48.1445
"37","Carlswerk Victoria","Cologne",51063,"Schanzenstraße 6-20","https://www.ticketmaster.de/venue/carlswerk-victoria-koln-tickets/koecarlsv/753",7.01208,50.96579
"38","EXPO Plaza","Hannover",30539,NA,"https://www.ticketmaster.de/venue/expo-plaza-hannover-tickets/hanexpoplz/753",9.81647,52.32254
"39","Saal des ehemaligen Landtags","Oldenburg",26122,"Theodor-Tantzen-Platz","https://www.ticketmaster.de/venue/saal-des-ehemaligen-landtags-oldenburg-tickets/oldsaallan/740",8.20275,53.13856
"40","Kulturinsel Wöhrmühle","Erlangen",91056,"Wöhrmühle 6","https://www.ticketmaster.de/venue/kulturinsel-wohrmuhle-erlangen-tickets/erlkultins/701",10.99646,49.59731
"41","Schützenhof Kirchhatten","Hatten",26209,"Dingsteder Straße 27","https://www.ticketmaster.de/venue/schutzenhof-kirchhatten-hatten-tickets/htnschueho/740",8.36053,53.01796
"42","Dingsteder Krug","Hatten",26209,"Kimmer Straße 1","https://www.ticketmaster.de/venue/dingsteder-krug-hatten-tickets/htndingkru/740",8.42236,53.04329
"43","Verti Music Hall","Berlin",10243,"Mercedes Platz","https://www.ticketmaster.de/venue/verti-music-hall-berlin-tickets/bervertimh/753",13.44341,52.50512
"44","TSV Bayer Sportcenter","Dormagen",41539,"An der Römerziegelei 1","https://www.ticketmaster.de/venue/tsv-bayer-sportcenter-dormagen-tickets/drmsportce/731",6.84775,51.08494
"45","Olympiapark & Olympiastadion","Munich",80809,"Spiridon-Louis-Ring","https://www.ticketmaster.de/venue/olympiapark--olympiastadion-munchen-tickets/mueolystpa/701",11.55178,48.17566
"46","beta Finanz Eissportarena","Hamm",59071,"Karl-Koßmann-Straße 1","https://www.ticketmaster.de/venue/beta-finanz-eissportarena-hamm-tickets/hamhelinet/731",7.88644,51.688
"47","Frankfurter Hof","Mainz am Rhein",55116,"Augustinerstraße 55","https://www.ticketmaster.de/venue/frankfurter-hof-mainz-am-rhein-tickets/maifrankfu/749",8.2742,49.99714
"48","OSTERMANN-ARENA","Leverkusen",51373,"Bismarckstraße 125","https://www.ticketmaster.de/venue/ostermann-arena-leverkusen-tickets/levsmidtar/720",7.00406,51.03938
"49","Kuppelsaal","Koblenz am Rhein",56077,"Festung Ehrenbreitstein","https://www.ticketmaster.de/venue/kuppelsaal-koblenz-am-rhein-tickets/kobkuppels/749",7.61375,50.36458
"50","Scala Ludwigsburg","Ludwigsburg",71638,"Stuttgarter Straße 2","https://www.ticketmaster.de/venue/scala-ludwigsburg-ludwigsburg-tickets/ludscala/749",9.19367,48.89548
"51","Westfalenhalle","Dortmund",44139,"Rheinlanddamm 200","https://www.ticketmaster.de/venue/westfalenhalle-dortmund-tickets/dorwestfeh/705",7.4567,51.49688
"52","Admiralspalast","Berlin",10117,"Friedrichstraße 101","https://www.ticketmaster.de/venue/admiralspalast-berlin-tickets/beradmithe/749",13.38837,52.52076
"53","Audi Dome","Munich",81373,"Grasweg 74","https://www.ticketmaster.de/venue/audi-dome-munchen-tickets/mueaudidom/748",11.52531,48.12611
"54","LUX","Hannover",30449,"Schwarzer Bär 2","https://www.ticketmaster.de/venue/lux-hannover-tickets/hanlux/749",9.72045,52.36816
"55","Messegelände Essen","Essen",45131,"Messeplatz 1","https://www.ticketmaster.de/venue/messegelande-essen-essen-tickets/essmesse/705",6.98676,51.42252
"56","Mitsubishi Electric HALLE","Düsseldorf",40591,"Siegburger Straße 15","https://www.ticketmaster.de/venue/mitsubishi-electric-halle-dusseldorf-tickets/duephilips/753",6.80892,51.20639
"57","Festhalle","Frankfurt am Main",60327,"Ludwig-Erhard-Anlage 1","https://www.ticketmaster.de/venue/festhalle-frankfurt-am-main-tickets/famfesthal/753",8.65073,50.11233
"58","Erika-Hess-Eisstadion","Berlin",13353,"Müllerstr. 185","https://www.ticketmaster.de/venue/erika-hess-eisstadion-berlin-tickets/bererikahe/706",13.36949,52.53732
"59","Musical Dome Köln","Cologne",50668,"Goldgasse 1","https://www.ticketmaster.de/venue/musical-dome-koln-koln-tickets/koemusical/749",6.96114,50.94231
"60","zakk","Düsseldorf",40233,"Fichtenstraße 40","https://www.ticketmaster.de/venue/zakk-dusseldorf-tickets/duszakkhal/749",6.81054,51.21672
"61","Mercedes-Benz Arena","Berlin",10243,"Mercedes-Platz 1","https://www.ticketmaster.de/venue/mercedes-benz-arena-berlin-tickets/bermercede/753",13.44314,52.50573
"62","Batschkapp","Frankfurt am Main",60388,"Gwinnerstraße 5","https://www.ticketmaster.de/venue/batschkapp-frankfurt-am-main-tickets/fambatschk/753",8.73896,50.13557
"63","Stadthalle","Offenbach am Main",63071,"Waldstraße 312","https://www.ticketmaster.de/venue/stadthalle-offenbach-am-main-tickets/oamstadtha/753",8.77691,50.0826
"64","Haus Leipzig","Leipzig",4109,"Elsterstraße 22","https://www.ticketmaster.de/venue/haus-leipzig-leipzig-tickets/leihaus/749",12.36466,51.34063
"65","Buderus Arena Wetzlar","Wetzlar",35576,"Wolfgang-Kühle-Straße 1","https://www.ticketmaster.de/venue/buderus-arena-wetzlar-wetzlar-tickets/wtzrittala/706",8.48004,50.56298
"66","Im Wizemann (Halle)","Stuttgart",70376,"Quellenstraße 7","https://www.ticketmaster.de/venue/im-wizemann-halle--stuttgart-tickets/stuimwize/749",9.20116,48.80811
"67","Musikzentrum","Hannover",30165,"Emil-Meyer-Straße 26-28","https://www.ticketmaster.de/venue/musikzentrum-hannover-tickets/hanmusikze/749",9.72541,52.39261
"68","Altes Kurhaus","Bad Zwischenahn",26160,"Auf dem hohen Ufer 20","https://www.ticketmaster.de/venue/altes-kurhaus-bad-zwischenahn-tickets/bazaltkurh/740",8.01261,53.18372
"69","Berghain Kantine","Berlin",10243,"Am Wriezener Bahnhof","https://www.ticketmaster.de/venue/berghain-kantine-berlin-tickets/berberghka/753",13.44159,52.51098
"70","Zoom","Frankfurt am Main",60386,"Carl-Benz-Straße 21","https://www.ticketmaster.de/venue/zoom-frankfurt-am-main-tickets/famzoom/753",8.75172,50.12083
"71","Weser-Ems-Hallen(Kl.EWE Arena)","Oldenburg",26123,"Maastrichter Straße 1","https://www.ticketmaster.de/venue/weser-ems-hallen-klewe-arena--oldenburg-tickets/oldewearkl/740",8.2263,53.14669
"72","Kulturzentrum PFL","Oldenburg",26121,"Peterstr. 3","https://www.ticketmaster.de/venue/kulturzentrum-pfl-oldenburg-tickets/oldkulturp/740",8.20781,53.14282
"73","Volksparkstadion","Hamburg",22525,"Sylvesterallee 7","https://www.ticketmaster.de/venue/volksparkstadion-hamburg-tickets/hamvolkspa/753",9.8986,53.58782
"74","Messepark Moselauen","Trier",54294,"In den Moselauen 1","https://www.ticketmaster.de/venue/messepark-moselauen-trier-tickets/triemessep/705",6.62215,49.74055
"75","Niedersachsenhalle","Verden",27283,"Lindhooper Strasse 92","https://www.ticketmaster.de/venue/niedersachsenhalle-verden-tickets/veanieders/706",9.25683,52.92691
"76","Schlachthof","Bremen",28215,"Findorffstraße 51","https://www.ticketmaster.de/venue/schlachthof-bremen-tickets/breschlach/749",8.80997,53.0886
"77","Ampere","Munich",81667,"Zellstraße 4","https://www.ticketmaster.de/venue/ampere-munchen-tickets/mueamperec/749",11.5892,48.1328
"78","Neue Gebläsehalle","Neunkirchen",66538,"An den Hochöfen 1","https://www.ticketmaster.de/venue/neue-geblasehalle-neunkirchen-tickets/nsageblaes/749",7.17182,49.34674
"79","Stadthalle Rheine","Rheine",48429,"Humboldplatz 10","https://www.ticketmaster.de/venue/stadthalle-rheine-rheine-tickets/rhestadtha/749",7.440797,52.280851
"80","Sporthalle Berg Fidel","Münster",48153,"Am Berg Fidel  51","https://www.ticketmaster.de/venue/sporthalle-berg-fidel-munster-tickets/munspfidel/720",7.62397,51.92894
"81","Nochtwache","Hamburg",20359,"Bernhard-Nocht-Straße 69","https://www.ticketmaster.de/venue/nochtwache-hamburg-tickets/hamnochtwa/705",9.96169,53.54699
"82","Lichtburg Essen","Essen",45127,"Kettwiger Straße 36","https://www.ticketmaster.de/venue/lichtburg-essen-essen-tickets/esslichtbu/749",7.01317,51.45483
"83","ÖVB-Arena","Bremen",28209,"Bürgerweide","https://www.ticketmaster.de/venue/ovb-arena-bremen-tickets/breoevbare/740",8.81688,53.08656
"84","Die Glocke (Großer Saal)","Bremen",28195,"Domsheide 6-8","https://www.ticketmaster.de/venue/die-glocke-grosser-saal--bremen-tickets/breglockeg/740",8.8097,53.07478
"85","Stadthalle Chemnitz","Chemnitz",9111,"Theaterstraße 3","https://www.ticketmaster.de/venue/stadthalle-chemnitz-chemnitz-tickets/chestadtha/749",12.92126,50.83475
"86","Olympiastadion","Munich",80809,"Spiridon-Louis-Ring 21","https://www.ticketmaster.de/venue/olympiastadion-munchen-tickets/mueolympst/753",11.55092,48.17543
"87","E-Werk","Cologne",51063,"Schanzenstraße 37","https://www.ticketmaster.de/venue/e-werk-koln-tickets/koeewerk/753",7.01654,50.96942
"88","Deutsche Bank Park","Frankfurt am Main",60528,"Mörfelder Landstraße 362","https://www.ticketmaster.de/venue/deutsche-bank-park-frankfurt-am-main-tickets/famcommerz/754",8.64544,50.06859
"89","Frannz Club (Kulturbrauerei)","Berlin",10435,"Schönhauser Allee 36","https://www.ticketmaster.de/venue/frannz-club-kulturbrauerei--berlin-tickets/berfrannzc/749",13.41259,52.53818
"90","Barclays Arena","Hamburg",22525,"Sylvesterallee 10","https://www.ticketmaster.de/venue/barclays-arena-hamburg-tickets/hambarclay/753",9.899,53.58894
"91","Kulturbahnhof","Cloppenburg",49661,"Bahnhofstraße 82","https://www.ticketmaster.de/venue/kulturbahnhof-cloppenburg-tickets/clokulturb/740",8.05587,52.84425
"92","Turniergelände Schloss Wocklum","Balve",58802,"Wocklum 9","https://www.ticketmaster.de/venue/turniergelande-schloss-wocklum-balve-tickets/balveturge/706",7.88758,51.34206
"93","Heimathafen","Berlin",12043,"Karl-Marx-Straße 141","https://www.ticketmaster.de/venue/heimathafen-berlin-tickets/berheimath/753",13.43919,52.47697
"94","MESSE BREMEN","Bremen",28215,"Findorffstraße 101/Bürgerweide","https://www.ticketmaster.de/venue/messe-bremen-bremen-tickets/bremessehb/740",8.81189,53.08967
"95","Klosterhof Wiblingen","Ulm",89076,"Schlossstraße 38","https://www.ticketmaster.de/venue/klosterhof-wiblingen-ulm-tickets/ulmkolstwi/753",9.99138,48.36144
"96","Paul Horn-Arena","Tübingen",72072,"Europastraße 50","https://www.ticketmaster.de/venue/paul-horn-arena-tubingen-tickets/tubpahoare/727",9.04239,48.51063
"97","Essigfabrik Köln","Cologne",50679,"Siegburger Straße 110","https://www.ticketmaster.de/venue/essigfabrik-koln-koln-tickets/koeessigfa/753",6.97832,50.92479
"98","LKA Longhorn","Stuttgart",70327,"Heiligenwiesen 6","https://www.ticketmaster.de/venue/lka-longhorn-stuttgart-tickets/stulkalong/753",9.25173,48.76755
"99","QUARTERBACK Immobilien ARENA","Leipzig",4105,"Am Sportforum 2","https://www.ticketmaster.de/venue/quarterback-immobilien-arena-leipzig-tickets/leiarenale/753",12.35443,51.3423
"100","Fanatec-Arena","Landshut",84034,"Am Gutenbergweg 32","https://www.ticketmaster.de/venue/fanatec-arena-landshut-tickets/lhseisstad/731",12.13857,48.52979
"101","Uckermärkische Bühnen","Schwedt/Oder",16303,"Berliner Straße 46-48","https://www.ticketmaster.de/venue/uckermarkische-buhnen-schwedt-oder-tickets/sdtoducker/749",14.29804,53.06703
"102","Theater der Stadt","Diepholz",49356,"Schlesierstr. 13","https://www.ticketmaster.de/venue/theater-der-stadt-diepholz-tickets/diptheasta/742",8.36372,52.6108
"103","Yuca","Cologne",50825,"Bartholomäus-Schink-Straße 65/67","https://www.ticketmaster.de/venue/yuca-koln-tickets/koeyuca/761",6.91641,50.95178
"104","Deutsches Theater München","Munich",80336,"Schwanthalerstr. 13","https://www.ticketmaster.de/venue/deutsches-theater-munchen-munchen-tickets/muedeutthe/753",11.56262,48.13746
"105","Schloßplatz","Coburg",96450,"Schlossplatz","https://www.ticketmaster.de/venue/schlossplatz-coburg-tickets/cobschlosp/753",10.96782,50.25889
"106","Mangfallpark Süd","Rosenheim",83022,"Rathausstraße 25","https://www.ticketmaster.de/venue/mangfallpark-sud-rosenheim-tickets/rshmangfal/753",12.13403,47.85239
"107","OpenAir-Platz der EmslandArena","Lingen",49808,"Lindenstr. 24 a","https://www.ticketmaster.de/venue/openair-platz-der-emslandarena-lingen-tickets/lngemdaroa/753",7.31361,52.51396
"108","Schloss Salem","Salem",88682,"Schlossbezirk 1","https://www.ticketmaster.de/venue/schloss-salem-salem-tickets/slmschlsal/753",9.27749,47.777
"109","Thurn u. Taxis Schlossfestspiele","Regensburg",93047,"Emmeramsplatz 5","https://www.ticketmaster.de/venue/thurn-u-taxis-schlossfestspiele-regensburg-tickets/regschloss/753",12.09251,49.01482
"110","Technikum","Munich",81671,"Speicherstr. 26","https://www.ticketmaster.de/venue/technikum-munchen-tickets/muetechnik/753",11.60648,48.1238
"111","Konzertsaal Kreissparkasse Syke","Syke",28857,"Mühlendamm 4","https://www.ticketmaster.de/venue/konzertsaal-kreissparkasse-syke-syke-tickets/sykkonzkre/740",8.82523,52.913
"112","Im Wizemann (Club)","Stuttgart",70376,"Quellenstraße 7","https://www.ticketmaster.de/venue/im-wizemann-club--stuttgart-tickets/stuimwizcl/753",9.20116,48.80811
"113","Waschhaus","Potsdam",14467,"Schiffbauergasse 6","https://www.ticketmaster.de/venue/waschhaus-potsdam-tickets/potwaschau/749",13.07353,52.40344
"114","Kuppelsaal im HCC","Hannover",30175,"Theodor-Heuss-Platz 1-3","https://www.ticketmaster.de/venue/kuppelsaal-im-hcc-hannover-tickets/hancongrku/753",9.76887,52.37611
"115","Festwiese Leipzig","Leipzig",4105,"Am Sportforum 1","https://www.ticketmaster.de/venue/festwiese-leipzig-leipzig-tickets/leifestwie/753",12.34404,51.35009
"116","Weser-Ems-Hallen","Oldenburg",26123,"Europaplatz 12","https://www.ticketmaster.de/venue/weser-ems-hallen-oldenburg-tickets/oldwerkzwe/740",8.22691,53.14721
"117","KENT Club","Hamburg",22769,"Stresemannstraße 163","https://www.ticketmaster.de/venue/kent-club-hamburg-tickets/hamstagecl/753",9.94952,53.56245
"118","Nordwest Ticket","Bremen",28195,"Martinistr. 33","https://www.ticketmaster.de/venue/nordwest-ticket-bremen-tickets/brenwt/740",8.80445,53.07607
"119","Maschinenhaus","Berlin",10435,"Schönhauser Allee 36","https://www.ticketmaster.de/venue/maschinenhaus-berlin-tickets/bermaschin/753",13.41299,52.53839
"120","Capitol","Offenbach am Main",63067,"Goethestrasse 1-5","https://www.ticketmaster.de/venue/capitol-offenbach-am-main-tickets/oamcapitol/753",8.75693,50.1093
"121","Prachtwerk","Berlin",12043,"Ganghoferstraße 2","https://www.ticketmaster.de/venue/prachtwerk-berlin-tickets/berprachtw/749",13.43872,52.47907
"122","Stadthalle","Falkensee",14612,"Scharenbergstraße 15","https://www.ticketmaster.de/venue/stadthalle-falkensee-tickets/falstadtha/706",13.09154,52.56234
"123","MERKUR SPIEL-ARENA","Düsseldorf",40474,"Arena-Straße 1","https://www.ticketmaster.de/venue/merkur-spiel-arena-dusseldorf-tickets/dusesprita/753",6.7345,51.26098
"124","ZAG Arena","Hannover",30539,"EXPO-Plaza 7","https://www.ticketmaster.de/venue/zag-arena-hannover-tickets/hantuiaren/753",9.8169,52.32301
"125","DGH Südwede","Worpswede",27726,"Südweder Straße 26","https://www.ticketmaster.de/venue/dgh-sudwede-worpswede-tickets/wopdghsued/740",8.90279,53.19576
"126","Zitadelle - Open Air","Mainz am Rhein",55131,"Zitadellenweg","https://www.ticketmaster.de/venue/zitadelle-open-air-mainz-am-rhein-tickets/maizitadel/753",8.27531,49.99388
"127","König Albert Theater","Bad Elster",8645,"Parkstraße 1","https://www.ticketmaster.de/venue/konig-albert-theater-bad-elster-tickets/elskoeathe/749",12.23249,50.28218
"128","Strom","Munich",80337,"Lindwurmstraße 88","https://www.ticketmaster.de/venue/strom-munchen-tickets/muestrom/753",11.54915,48.12498
"129","Täubchenthal","Leipzig",4229,"Wachsmuthstraße 1","https://www.ticketmaster.de/venue/taubchenthal-leipzig-tickets/leitaeubch/753",12.37308,51.3397
"130","Karlstorbahnhof","Heidelberg",69126,"Marlene-Dietrich-Platz 3","https://www.ticketmaster.de/venue/karlstorbahnhof-heidelberg-tickets/heikarlsto/753",8.68083,49.38672
"131","SparkassenPark","Mönchengladbach",41179,"Am Hockeypark 1","https://www.ticketmaster.de/venue/sparkassenpark-monchengladbach-tickets/monhockeyp/706",6.38926,51.17774
"132","Columbia Theater","Berlin",10965,"Columbiadamm 9-11","https://www.ticketmaster.de/venue/columbia-theater-berlin-tickets/bercclub/753",13.3915,52.48461
"133","Helgas Stadtpalast","Rostock",18057,"Am Vögenteich 19","https://www.ticketmaster.de/venue/helgas-stadtpalast-rostock-tickets/roshelgas/749",12.12541,54.08518
"134","Parkbühne im Clara Zetkin Park","Leipzig",4107,"Karl-Tauchnitz-Str. 28 / Rennbahnweg","https://www.ticketmaster.de/venue/parkbuhne-im-clara-zetkin-park-leipzig-tickets/leiparkbue/749",12.36345,51.3293
"135","Turnierplatz Luhmühlen","Westergellersen",21394,"Westergellerser Heide 1","https://www.ticketmaster.de/venue/turnierplatz-luhmuhlen-westergellersen-tickets/westertulu/731",10.20828,53.2327
"136","Congress Center","Ramstein-Miesenbach",66877,"Am Neuen Markt 4","https://www.ticketmaster.de/venue/congress-center-ramstein-miesenbach-tickets/ramcongcen/749",7.55546,49.44788
"137","AGON Sportpark","Berlin",14055,"Glockenturmstr. 40","https://www.ticketmaster.de/venue/agon-sportpark-berlin-tickets/berspotrif/701",13.21845,52.51003
"138","Messegelände Essen - Halle 5","Essen",45131,"Messeplatz 1","https://www.ticketmaster.de/venue/messegelande-essen-halle-5-essen-tickets/essmesseh5/705",6.99912,51.42989
"139","Fitzroy","Berlin",10179,"Holzmarktstraße 15","https://www.ticketmaster.de/venue/fitzroy-berlin-tickets/berfitzroy/753",13.4205,52.51376
"140","WERK7 theater","Munich",81671,"Speicherstraße 22","https://www.ticketmaster.de/venue/werk7-theater-munchen-tickets/muewerk7/753",11.6062,48.12374
"141","Virtual Event","Worldwide",NA,NA,"https://www.ticketmaster.de/venue/virtuelles-event-weltweit-tickets/zzzvirtuel/706",10,50
"142","PSD Bank Stadion","Frankfurt am Main",60386,"Erlenbruch 1","https://www.ticketmaster.de/venue/psd-bank-stadion-frankfurt-am-main-tickets/famvolksba/737",8.72254,50.12772
"143","SparkassenForum","Böblingen",71034,"Bahnhofstr. 8","https://www.ticketmaster.de/venue/sparkassenforum-boblingen-tickets/bobsparkas/749",9.00884,48.68584
"144","Messe Bremen Parkhaus","Bremen",28215,"Hollerallee 99","https://www.ticketmaster.de/venue/messe-bremen-parkhaus-bremen-tickets/bremesspar/740",8.81482,53.08818
"145","Besucherzentrum Willingen","Willingen",34508,"Am Hagen 10","https://www.ticketmaster.de/venue/besucherzentrum-willingen-willingen-tickets/wllbesuche/749",8.61142,51.29041
"146","Zeltphilharmonie","Hamburg",20457,"Buchheisterstr. 16","https://www.ticketmaster.de/venue/zeltphilharmonie-hamburg-tickets/hamzeltphi/753",10.64905,53.04104
"147","Residenzschloss","Rastatt",76437,"Herrenstraße 18-20","https://www.ticketmaster.de/venue/residenzschloss-rastatt-tickets/rasschloss/753",8.20519,48.85833
"148","Neues Schloss Tettnang","Tettnang",88069,"Montfortplatz 1","https://www.ticketmaster.de/venue/neues-schloss-tettnang-tettnang-tickets/tetneuschl/753",9.55135,47.67096
"149","Olympischer Platz","Berlin",14053,"Olympischer Platz","https://www.ticketmaster.de/venue/olympischer-platz-berlin-tickets/berolympla/706",13.24657,52.51578
"150","Festwiese Petersberg","Erfurt",99084,"Petersberg","https://www.ticketmaster.de/venue/festwiese-petersberg-erfurt-tickets/erffestwpe/701",11.03024,51.0246
"151","Messe München GmbH","Munich",81823,"Messegelände","https://www.ticketmaster.de/venue/messe-munchen-gmbh-munchen-tickets/muemesse/753",11.69812,48.13594
"152","Bunker Paulsmühlenstraße","Düsseldorf",40597,"Paulsmühlenstraße 51","https://www.ticketmaster.de/venue/bunker-paulsmuhlenstrasse-dusseldorf-tickets/dusbunpaul/737",6.88338,51.16449
"153","Freilichtbühne Schönewalde","Schönewalde",4916,"Am Park 1-2","https://www.ticketmaster.de/venue/freilichtbuhne-schonewalde-schonewalde-tickets/sowfreilic/701",13.21508,51.8119
"154","Isarphilharmonie im Gasteig HP8","Munich",81379,"Hans-Preißinger-Straße 8","https://www.ticketmaster.de/venue/isarphilharmonie-im-gasteig-hp8-munchen-tickets/mueisarphi/701",11.55404,48.1114
"155","Helmut-Körnig-Halle","Dortmund",44139,"Strobelallee 40","https://www.ticketmaster.de/venue/helmut-kornig-halle-dortmund-tickets/dorhelmutk/705",7.45605,51.49413
"156","Mojo Club","Hamburg",20359,"Reeperbahn 1","https://www.ticketmaster.de/venue/mojo-club-hamburg-tickets/hammojoclu/701",9.64719,53.75287
"157","Freilichtbühne Peißnitz","Halle (Saale)",6108,"Birkenallee - Peißnitzinsel","https://www.ticketmaster.de/venue/freilichtbuhne-peissnitz-halle-saale--tickets/halpeissni/733",11.94978,51.49037
"158","MAX Nachttheater","Kiel",24116,"Eichhofstraße 1","https://www.ticketmaster.de/venue/max-nachttheater-kiel-tickets/kiemaxnach/701",10.11172,54.33272
